"node_id","parent_id","node_type","band_code","band_title","scene_slug","scene_title","stage_key","stage_title","sort_order","is_published","topic","summary","objective","dialogue_seed","vocabulary_seed","grammar_seed","estimated_minutes","tags","scene_title_en"
"scene:b1-10:stage:follow-up-response","scene:b1-10","stage","B1","中级（生活 + 观点表达）","b1-10","聚会、做客与社交礼仪","follow-up-response","第 3 关 · 回应追问","3","true","聚会、做客与社交礼仪","面对追问继续展开，而不是停在表层回答。","能在“聚会、做客与社交礼仪”里完成 4 轮以上互动，回应追问并补充细节。","围绕“聚会、做客与社交礼仪”设计 4 轮多轮互动，加入追问、澄清和补充经历。","提取“聚会、做客与社交礼仪”里用于补充、转折和个人体验描述的表达。","聚焦现在完成时基础、情态动词推测和描述经历的从句。","5","B1|聚会-做客与社交礼仪|follow-up-response","Parties, Visiting, and Social Etiquette"
"scene:b1-10:stage:independent-output","scene:b1-10","stage","B1","中级（生活 + 观点表达）","b1-10","聚会、做客与社交礼仪","independent-output","第 4 关 · 独立输出","4","true","聚会、做客与社交礼仪","形成一段能单独成立的生活化表达。","能独立完成一次围绕“聚会、做客与社交礼仪”的多句输出，表达观点、经历或建议。","围绕“聚会、做客与社交礼仪”设计 5 轮任务型互动，要求学习者在无提示下完整表达。","提取“聚会、做客与社交礼仪”里更自然的态度表达、缓冲表达和结尾表达。","聚焦复合句、让步结构和更完整的观点组织语言。","6","B1|聚会-做客与社交礼仪|independent-output","Parties, Visiting, and Social Etiquette"
"scene:b1-11","band:B1","scene","B1","中级（生活 + 观点表达）","b1-11","投诉与提建议","","","11","true","投诉与提建议","中级（生活 + 观点表达） 场景：投诉与提建议","围绕“投诉与提建议”完成从输入、搭建、互动到输出的关卡训练。","围绕“投诉与提建议”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“投诉与提建议”提炼高频词、功能短语、可替换句型和复用表达。","根据 B1 阶段特点，为“投诉与提建议”匹配最实用的语法重点与表达结构。","20","B1|投诉与提建议","Complaints and Suggestions"
"scene:b1-11:stage:idea-frame","scene:b1-11","stage","B1","中级（生活 + 观点表达）","b1-11","投诉与提建议","idea-frame","第 1 关 · 搭建表达框架","1","true","投诉与提建议","先学会把观点、经历或计划组织成可理解的结构。","能围绕“投诉与提建议”组织一段有顺序的表达，而不是零散句子拼接。","围绕“投诉与提建议”设计 2 轮对话，突出背景、主观点和理由。","提取“投诉与提建议”里表达观点、时间线和态度的高频表达。","聚焦一般过去时、将来表达、原因结果句和连接词。","4","B1|投诉与提建议|idea-frame","Complaints and Suggestions"
"scene:b1-11:stage:reasoning-pattern","scene:b1-11","stage","B1","中级（生活 + 观点表达）","b1-11","投诉与提建议","reasoning-pattern","第 2 关 · 补充理由","2","true","投诉与提建议","从“我觉得”升级到“我觉得，因为……”。","能针对“投诉与提建议”给出 2 到 3 个简单理由或例子支撑自己的表达。","围绕“投诉与提建议”设计 3 轮对话，要求学习者说观点并补一句理由。","提取“投诉与提建议”里常用的理由词、态度词和例子引导词。","聚焦 because, if, when, before, after 与比较结构。","5","B1|投诉与提建议|reasoning-pattern","Complaints and Suggestions"
"scene:b1-11:stage:follow-up-response","scene:b1-11","stage","B1","中级（生活 + 观点表达）","b1-11","投诉与提建议","follow-up-response","第 3 关 · 回应追问","3","true","投诉与提建议","面对追问继续展开，而不是停在表层回答。","能在“投诉与提建议”里完成 4 轮以上互动，回应追问并补充细节。","围绕“投诉与提建议”设计 4 轮多轮互动，加入追问、澄清和补充经历。","提取“投诉与提建议”里用于补充、转折和个人体验描述的表达。","聚焦现在完成时基础、情态动词推测和描述经历的从句。","5","B1|投诉与提建议|follow-up-response","Complaints and Suggestions"
"scene:b1-11:stage:independent-output","scene:b1-11","stage","B1","中级（生活 + 观点表达）","b1-11","投诉与提建议","independent-output","第 4 关 · 独立输出","4","true","投诉与提建议","形成一段能单独成立的生活化表达。","能独立完成一次围绕“投诉与提建议”的多句输出，表达观点、经历或建议。","围绕“投诉与提建议”设计 5 轮任务型互动，要求学习者在无提示下完整表达。","提取“投诉与提建议”里更自然的态度表达、缓冲表达和结尾表达。","聚焦复合句、让步结构和更完整的观点组织语言。","6","B1|投诉与提建议|independent-output","Complaints and Suggestions"
"scene:b1-12","band:B1","scene","B1","中级（生活 + 观点表达）","b1-12","环保与简单社会话题","","","12","true","环保与简单社会话题","中级（生活 + 观点表达） 场景：环保与简单社会话题","围绕“环保与简单社会话题”完成从输入、搭建、互动到输出的关卡训练。","围绕“环保与简单社会话题”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“环保与简单社会话题”提炼高频词、功能短语、可替换句型和复用表达。","根据 B1 阶段特点，为“环保与简单社会话题”匹配最实用的语法重点与表达结构。","20","B1|环保与简单社会话题","The Environment and Social Topics"
"scene:b1-12:stage:idea-frame","scene:b1-12","stage","B1","中级（生活 + 观点表达）","b1-12","环保与简单社会话题","idea-frame","第 1 关 · 搭建表达框架","1","true","环保与简单社会话题","先学会把观点、经历或计划组织成可理解的结构。","能围绕“环保与简单社会话题”组织一段有顺序的表达，而不是零散句子拼接。","围绕“环保与简单社会话题”设计 2 轮对话，突出背景、主观点和理由。","提取“环保与简单社会话题”里表达观点、时间线和态度的高频表达。","聚焦一般过去时、将来表达、原因结果句和连接词。","4","B1|环保与简单社会话题|idea-frame","The Environment and Social Topics"
"scene:b1-12:stage:reasoning-pattern","scene:b1-12","stage","B1","中级（生活 + 观点表达）","b1-12","环保与简单社会话题","reasoning-pattern","第 2 关 · 补充理由","2","true","环保与简单社会话题","从“我觉得”升级到“我觉得，因为……”。","能针对“环保与简单社会话题”给出 2 到 3 个简单理由或例子支撑自己的表达。","围绕“环保与简单社会话题”设计 3 轮对话，要求学习者说观点并补一句理由。","提取“环保与简单社会话题”里常用的理由词、态度词和例子引导词。","聚焦 because, if, when, before, after 与比较结构。","5","B1|环保与简单社会话题|reasoning-pattern","The Environment and Social Topics"
"scene:b1-12:stage:follow-up-response","scene:b1-12","stage","B1","中级（生活 + 观点表达）","b1-12","环保与简单社会话题","follow-up-response","第 3 关 · 回应追问","3","true","环保与简单社会话题","面对追问继续展开，而不是停在表层回答。","能在“环保与简单社会话题”里完成 4 轮以上互动，回应追问并补充细节。","围绕“环保与简单社会话题”设计 4 轮多轮互动，加入追问、澄清和补充经历。","提取“环保与简单社会话题”里用于补充、转折和个人体验描述的表达。","聚焦现在完成时基础、情态动词推测和描述经历的从句。","5","B1|环保与简单社会话题|follow-up-response","The Environment and Social Topics"
"scene:b1-12:stage:independent-output","scene:b1-12","stage","B1","中级（生活 + 观点表达）","b1-12","环保与简单社会话题","independent-output","第 4 关 · 独立输出","4","true","环保与简单社会话题","形成一段能单独成立的生活化表达。","能独立完成一次围绕“环保与简单社会话题”的多句输出，表达观点、经历或建议。","围绕“环保与简单社会话题”设计 5 轮任务型互动，要求学习者在无提示下完整表达。","提取“环保与简单社会话题”里更自然的态度表达、缓冲表达和结尾表达。","聚焦复合句、让步结构和更完整的观点组织语言。","6","B1|环保与简单社会话题|independent-output","The Environment and Social Topics"
"band:B2","root","band","B2","中高级（深入讨论 + 职场）","","中高级（深入讨论 + 职场）","","","4","true","中高级（深入讨论 + 职场）","能在复杂生活与工作场景中清楚解释、比较、协商和推进事情。","完成 B2 阶段的场景训练，形成可迁移的真实沟通能力。","","","","","B2",""
"scene:b2-01","band:B2","scene","B2","中高级（深入讨论 + 职场）","b2-01","职场沟通（会议、汇报、邮件）","","","1","true","职场沟通（会议、汇报、邮件）","中高级（深入讨论 + 职场） 场景：职场沟通（会议、汇报、邮件）","围绕“职场沟通（会议、汇报、邮件）”完成从输入、搭建、互动到输出的关卡训练。","围绕“职场沟通（会议、汇报、邮件）”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“职场沟通（会议、汇报、邮件）”提炼高频词、功能短语、可替换句型和复用表达。","根据 B2 阶段特点，为“职场沟通（会议、汇报、邮件）”匹配最实用的语法重点与表达结构。","20","B2|职场沟通-会议-汇报-邮件","Workplace Communication"
"scene:b2-01:stage:context-analysis","scene:b2-01","stage","B2","中高级（深入讨论 + 职场）","b2-01","职场沟通（会议、汇报、邮件）","context-analysis","第 1 关 · 拆解情境","1","true","职场沟通（会议、汇报、邮件）","明确利益相关方、问题背景和沟通目标。","能分析“职场沟通（会议、汇报、邮件）”中的立场、目标与约束，知道发言应围绕什么展开。","围绕“职场沟通（会议、汇报、邮件）”设计 2 轮场景分析型对话，突出背景和目标确认。","提取“职场沟通（会议、汇报、邮件）”里用于分析情况、比较选项和说明限制的表达。","聚焦条件句、被动语态、比较结构和解释型从句。","4","B2|职场沟通-会议-汇报-邮件|context-analysis","Workplace Communication"
"scene:b2-01:stage:positioning","scene:b2-01","stage","B2","中高级（深入讨论 + 职场）","b2-01","职场沟通（会议、汇报、邮件）","positioning","第 2 关 · 立场表达","2","true","职场沟通（会议、汇报、邮件）","学会清晰表达主张、保留意见和优先级。","能就“职场沟通（会议、汇报、邮件）”清楚表明立场，提出建议、保留或替代方案。","围绕“职场沟通（会议、汇报、邮件）”设计 3 轮立场表达对话，让学习者比较并选择方案。","提取“职场沟通（会议、汇报、邮件）”里用于主张、让步、比较和推荐的表达。","聚焦虚拟语气基础、情态动词推断和名词化表达。","5","B2|职场沟通-会议-汇报-邮件|positioning","Workplace Communication"
"scene:b2-01:stage:negotiation-loop","scene:b2-01","stage","B2","中高级（深入讨论 + 职场）","b2-01","职场沟通（会议、汇报、邮件）","negotiation-loop","第 3 关 · 推进协商","3","true","职场沟通（会议、汇报、邮件）","处理不同意见，把沟通往下一步推进。","能在“职场沟通（会议、汇报、邮件）”中处理异议、追问与分歧，把对话推进到可执行结论。","围绕“职场沟通（会议、汇报、邮件）”设计 4 轮协商型互动，加入反对意见和修正方案。","提取“职场沟通（会议、汇报、邮件）”里用于协商、缓冲、重申重点和推进决定的表达。","聚焦让步、转折、假设和更精确的逻辑衔接。","5","B2|职场沟通-会议-汇报-邮件|negotiation-loop","Workplace Communication"
"scene:b2-01:stage:decision-output","scene:b2-01","stage","B2","中高级（深入讨论 + 职场）","b2-01","职场沟通（会议、汇报、邮件）","decision-output","第 4 关 · 形成结论","4","true","职场沟通（会议、汇报、邮件）","把想法收束成决定、建议、汇报或正式回应。","能围绕“职场沟通（会议、汇报、邮件）”输出一段完整结论，兼顾背景、分析、建议和下一步。","围绕“职场沟通（会议、汇报、邮件）”设计 5 轮任务型沟通，让学习者形成结论并推动执行。","提取“职场沟通（会议、汇报、邮件）”里用于总结、建议、汇报和正式回应的表达。","聚焦复杂复合句、书面口头混合语域和正式场景衔接表达。","6","B2|职场沟通-会议-汇报-邮件|decision-output","Workplace Communication"
"scene:b2-02","band:B2","scene","B2","中高级（深入讨论 + 职场）","b2-02","文化差异与习俗交流","","","2","true","文化差异与习俗交流","中高级（深入讨论 + 职场） 场景：文化差异与习俗交流","围绕“文化差异与习俗交流”完成从输入、搭建、互动到输出的关卡训练。","围绕“文化差异与习俗交流”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“文化差异与习俗交流”提炼高频词、功能短语、可替换句型和复用表达。","根据 B2 阶段特点，为“文化差异与习俗交流”匹配最实用的语法重点与表达结构。","20","B2|文化差异与习俗交流","Cultural Differences and Customs"
"scene:b2-02:stage:context-analysis","scene:b2-02","stage","B2","中高级（深入讨论 + 职场）","b2-02","文化差异与习俗交流","context-analysis","第 1 关 · 拆解情境","1","true","文化差异与习俗交流","明确利益相关方、问题背景和沟通目标。","能分析“文化差异与习俗交流”中的立场、目标与约束，知道发言应围绕什么展开。","围绕“文化差异与习俗交流”设计 2 轮场景分析型对话，突出背景和目标确认。","提取“文化差异与习俗交流”里用于分析情况、比较选项和说明限制的表达。","聚焦条件句、被动语态、比较结构和解释型从句。","4","B2|文化差异与习俗交流|context-analysis","Cultural Differences and Customs"
"scene:b2-02:stage:positioning","scene:b2-02","stage","B2","中高级（深入讨论 + 职场）","b2-02","文化差异与习俗交流","positioning","第 2 关 · 立场表达","2","true","文化差异与习俗交流","学会清晰表达主张、保留意见和优先级。","能就“文化差异与习俗交流”清楚表明立场，提出建议、保留或替代方案。","围绕“文化差异与习俗交流”设计 3 轮立场表达对话，让学习者比较并选择方案。","提取“文化差异与习俗交流”里用于主张、让步、比较和推荐的表达。","聚焦虚拟语气基础、情态动词推断和名词化表达。","5","B2|文化差异与习俗交流|positioning","Cultural Differences and Customs"
"scene:b2-02:stage:negotiation-loop","scene:b2-02","stage","B2","中高级（深入讨论 + 职场）","b2-02","文化差异与习俗交流","negotiation-loop","第 3 关 · 推进协商","3","true","文化差异与习俗交流","处理不同意见，把沟通往下一步推进。","能在“文化差异与习俗交流”中处理异议、追问与分歧，把对话推进到可执行结论。","围绕“文化差异与习俗交流”设计 4 轮协商型互动，加入反对意见和修正方案。","提取“文化差异与习俗交流”里用于协商、缓冲、重申重点和推进决定的表达。","聚焦让步、转折、假设和更精确的逻辑衔接。","5","B2|文化差异与习俗交流|negotiation-loop","Cultural Differences and Customs"
"scene:b2-02:stage:decision-output","scene:b2-02","stage","B2","中高级（深入讨论 + 职场）","b2-02","文化差异与习俗交流","decision-output","第 4 关 · 形成结论","4","true","文化差异与习俗交流","把想法收束成决定、建议、汇报或正式回应。","能围绕“文化差异与习俗交流”输出一段完整结论，兼顾背景、分析、建议和下一步。","围绕“文化差异与习俗交流”设计 5 轮任务型沟通，让学习者形成结论并推动执行。","提取“文化差异与习俗交流”里用于总结、建议、汇报和正式回应的表达。","聚焦复杂复合句、书面口头混合语域和正式场景衔接表达。","6","B2|文化差异与习俗交流|decision-output","Cultural Differences and Customs"
"scene:b2-03","band:B2","scene","B2","中高级（深入讨论 + 职场）","b2-03","教育、留学与专业选择","","","3","true","教育、留学与专业选择","中高级（深入讨论 + 职场） 场景：教育、留学与专业选择","围绕“教育、留学与专业选择”完成从输入、搭建、互动到输出的关卡训练。","围绕“教育、留学与专业选择”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“教育、留学与专业选择”提炼高频词、功能短语、可替换句型和复用表达。","根据 B2 阶段特点，为“教育、留学与专业选择”匹配最实用的语法重点与表达结构。","20","B2|教育-留学与专业选择","Education, Studying Abroad, and Majors"
"scene:b2-03:stage:context-analysis","scene:b2-03","stage","B2","中高级（深入讨论 + 职场）","b2-03","教育、留学与专业选择","context-analysis","第 1 关 · 拆解情境","1","true","教育、留学与专业选择","明确利益相关方、问题背景和沟通目标。","能分析“教育、留学与专业选择”中的立场、目标与约束，知道发言应围绕什么展开。","围绕“教育、留学与专业选择”设计 2 轮场景分析型对话，突出背景和目标确认。","提取“教育、留学与专业选择”里用于分析情况、比较选项和说明限制的表达。","聚焦条件句、被动语态、比较结构和解释型从句。","4","B2|教育-留学与专业选择|context-analysis","Education, Studying Abroad, and Majors"
"scene:b2-03:stage:positioning","scene:b2-03","stage","B2","中高级（深入讨论 + 职场）","b2-03","教育、留学与专业选择","positioning","第 2 关 · 立场表达","2","true","教育、留学与专业选择","学会清晰表达主张、保留意见和优先级。","能就“教育、留学与专业选择”清楚表明立场，提出建议、保留或替代方案。","围绕“教育、留学与专业选择”设计 3 轮立场表达对话，让学习者比较并选择方案。","提取“教育、留学与专业选择”里用于主张、让步、比较和推荐的表达。","聚焦虚拟语气基础、情态动词推断和名词化表达。","5","B2|教育-留学与专业选择|positioning","Education, Studying Abroad, and Majors"
"scene:b2-03:stage:negotiation-loop","scene:b2-03","stage","B2","中高级（深入讨论 + 职场）","b2-03","教育、留学与专业选择","negotiation-loop","第 3 关 · 推进协商","3","true","教育、留学与专业选择","处理不同意见，把沟通往下一步推进。","能在“教育、留学与专业选择”中处理异议、追问与分歧，把对话推进到可执行结论。","围绕“教育、留学与专业选择”设计 4 轮协商型互动，加入反对意见和修正方案。","提取“教育、留学与专业选择”里用于协商、缓冲、重申重点和推进决定的表达。","聚焦让步、转折、假设和更精确的逻辑衔接。","5","B2|教育-留学与专业选择|negotiation-loop","Education, Studying Abroad, and Majors"
"scene:b2-03:stage:decision-output","scene:b2-03","stage","B2","中高级（深入讨论 + 职场）","b2-03","教育、留学与专业选择","decision-output","第 4 关 · 形成结论","4","true","教育、留学与专业选择","把想法收束成决定、建议、汇报或正式回应。","能围绕“教育、留学与专业选择”输出一段完整结论，兼顾背景、分析、建议和下一步。","围绕“教育、留学与专业选择”设计 5 轮任务型沟通，让学习者形成结论并推动执行。","提取“教育、留学与专业选择”里用于总结、建议、汇报和正式回应的表达。","聚焦复杂复合句、书面口头混合语域和正式场景衔接表达。","6","B2|教育-留学与专业选择|decision-output","Education, Studying Abroad, and Majors"
"scene:b2-04","band:B2","scene","B2","中高级（深入讨论 + 职场）","b2-04","科技、网络与社交媒体","","","4","true","科技、网络与社交媒体","中高级（深入讨论 + 职场） 场景：科技、网络与社交媒体","围绕“科技、网络与社交媒体”完成从输入、搭建、互动到输出的关卡训练。","围绕“科技、网络与社交媒体”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“科技、网络与社交媒体”提炼高频词、功能短语、可替换句型和复用表达。","根据 B2 阶段特点，为“科技、网络与社交媒体”匹配最实用的语法重点与表达结构。","20","B2|科技-网络与社交媒体","Technology, the Internet, and Social Media"
"scene:b2-04:stage:context-analysis","scene:b2-04","stage","B2","中高级（深入讨论 + 职场）","b2-04","科技、网络与社交媒体","context-analysis","第 1 关 · 拆解情境","1","true","科技、网络与社交媒体","明确利益相关方、问题背景和沟通目标。","能分析“科技、网络与社交媒体”中的立场、目标与约束，知道发言应围绕什么展开。","围绕“科技、网络与社交媒体”设计 2 轮场景分析型对话，突出背景和目标确认。","提取“科技、网络与社交媒体”里用于分析情况、比较选项和说明限制的表达。","聚焦条件句、被动语态、比较结构和解释型从句。","4","B2|科技-网络与社交媒体|context-analysis","Technology, the Internet, and Social Media"
"scene:b2-04:stage:positioning","scene:b2-04","stage","B2","中高级（深入讨论 + 职场）","b2-04","科技、网络与社交媒体","positioning","第 2 关 · 立场表达","2","true","科技、网络与社交媒体","学会清晰表达主张、保留意见和优先级。","能就“科技、网络与社交媒体”清楚表明立场，提出建议、保留或替代方案。","围绕“科技、网络与社交媒体”设计 3 轮立场表达对话，让学习者比较并选择方案。","提取“科技、网络与社交媒体”里用于主张、让步、比较和推荐的表达。","聚焦虚拟语气基础、情态动词推断和名词化表达。","5","B2|科技-网络与社交媒体|positioning","Technology, the Internet, and Social Media"
"scene:b2-04:stage:negotiation-loop","scene:b2-04","stage","B2","中高级（深入讨论 + 职场）","b2-04","科技、网络与社交媒体","negotiation-loop","第 3 关 · 推进协商","3","true","科技、网络与社交媒体","处理不同意见，把沟通往下一步推进。","能在“科技、网络与社交媒体”中处理异议、追问与分歧，把对话推进到可执行结论。","围绕“科技、网络与社交媒体”设计 4 轮协商型互动，加入反对意见和修正方案。","提取“科技、网络与社交媒体”里用于协商、缓冲、重申重点和推进决定的表达。","聚焦让步、转折、假设和更精确的逻辑衔接。","5","B2|科技-网络与社交媒体|negotiation-loop","Technology, the Internet, and Social Media"
"scene:b2-04:stage:decision-output","scene:b2-04","stage","B2","中高级（深入讨论 + 职场）","b2-04","科技、网络与社交媒体","decision-output","第 4 关 · 形成结论","4","true","科技、网络与社交媒体","把想法收束成决定、建议、汇报或正式回应。","能围绕“科技、网络与社交媒体”输出一段完整结论，兼顾背景、分析、建议和下一步。","围绕“科技、网络与社交媒体”设计 5 轮任务型沟通，让学习者形成结论并推动执行。","提取“科技、网络与社交媒体”里用于总结、建议、汇报和正式回应的表达。","聚焦复杂复合句、书面口头混合语域和正式场景衔接表达。","6","B2|科技-网络与社交媒体|decision-output","Technology, the Internet, and Social Media"
"scene:b2-05","band:B2","scene","B2","中高级（深入讨论 + 职场）","b2-05","消费、理财与经济观念","","","5","true","消费、理财与经济观念","中高级（深入讨论 + 职场） 场景：消费、理财与经济观念","围绕“消费、理财与经济观念”完成从输入、搭建、互动到输出的关卡训练。","围绕“消费、理财与经济观念”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“消费、理财与经济观念”提炼高频词、功能短语、可替换句型和复用表达。","根据 B2 阶段特点，为“消费、理财与经济观念”匹配最实用的语法重点与表达结构。","20","B2|消费-理财与经济观念","Consumption, Finance, and Economic Thinking"
"scene:b2-05:stage:context-analysis","scene:b2-05","stage","B2","中高级（深入讨论 + 职场）","b2-05","消费、理财与经济观念","context-analysis","第 1 关 · 拆解情境","1","true","消费、理财与经济观念","明确利益相关方、问题背景和沟通目标。","能分析“消费、理财与经济观念”中的立场、目标与约束，知道发言应围绕什么展开。","围绕“消费、理财与经济观念”设计 2 轮场景分析型对话，突出背景和目标确认。","提取“消费、理财与经济观念”里用于分析情况、比较选项和说明限制的表达。","聚焦条件句、被动语态、比较结构和解释型从句。","4","B2|消费-理财与经济观念|context-analysis","Consumption, Finance, and Economic Thinking"
"scene:b2-05:stage:positioning","scene:b2-05","stage","B2","中高级（深入讨论 + 职场）","b2-05","消费、理财与经济观念","positioning","第 2 关 · 立场表达","2","true","消费、理财与经济观念","学会清晰表达主张、保留意见和优先级。","能就“消费、理财与经济观念”清楚表明立场，提出建议、保留或替代方案。","围绕“消费、理财与经济观念”设计 3 轮立场表达对话，让学习者比较并选择方案。","提取“消费、理财与经济观念”里用于主张、让步、比较和推荐的表达。","聚焦虚拟语气基础、情态动词推断和名词化表达。","5","B2|消费-理财与经济观念|positioning","Consumption, Finance, and Economic Thinking"
"scene:b2-05:stage:negotiation-loop","scene:b2-05","stage","B2","中高级（深入讨论 + 职场）","b2-05","消费、理财与经济观念","negotiation-loop","第 3 关 · 推进协商","3","true","消费、理财与经济观念","处理不同意见，把沟通往下一步推进。","能在“消费、理财与经济观念”中处理异议、追问与分歧，把对话推进到可执行结论。","围绕“消费、理财与经济观念”设计 4 轮协商型互动，加入反对意见和修正方案。","提取“消费、理财与经济观念”里用于协商、缓冲、重申重点和推进决定的表达。","聚焦让步、转折、假设和更精确的逻辑衔接。","5","B2|消费-理财与经济观念|negotiation-loop","Consumption, Finance, and Economic Thinking"
"scene:b2-05:stage:decision-output","scene:b2-05","stage","B2","中高级（深入讨论 + 职场）","b2-05","消费、理财与经济观念","decision-output","第 4 关 · 形成结论","4","true","消费、理财与经济观念","把想法收束成决定、建议、汇报或正式回应。","能围绕“消费、理财与经济观念”输出一段完整结论，兼顾背景、分析、建议和下一步。","围绕“消费、理财与经济观念”设计 5 轮任务型沟通，让学习者形成结论并推动执行。","提取“消费、理财与经济观念”里用于总结、建议、汇报和正式回应的表达。","聚焦复杂复合句、书面口头混合语域和正式场景衔接表达。","6","B2|消费-理财与经济观念|decision-output","Consumption, Finance, and Economic Thinking"
"scene:b2-06","band:B2","scene","B2","中高级（深入讨论 + 职场）","b2-06","心理健康与压力管理","","","6","true","心理健康与压力管理","中高级（深入讨论 + 职场） 场景：心理健康与压力管理","围绕“心理健康与压力管理”完成从输入、搭建、互动到输出的关卡训练。","围绕“心理健康与压力管理”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“心理健康与压力管理”提炼高频词、功能短语、可替换句型和复用表达。","根据 B2 阶段特点，为“心理健康与压力管理”匹配最实用的语法重点与表达结构。","20","B2|心理健康与压力管理","Mental Health and Stress Management"
"scene:b2-06:stage:context-analysis","scene:b2-06","stage","B2","中高级（深入讨论 + 职场）","b2-06","心理健康与压力管理","context-analysis","第 1 关 · 拆解情境","1","true","心理健康与压力管理","明确利益相关方、问题背景和沟通目标。","能分析“心理健康与压力管理”中的立场、目标与约束，知道发言应围绕什么展开。","围绕“心理健康与压力管理”设计 2 轮场景分析型对话，突出背景和目标确认。","提取“心理健康与压力管理”里用于分析情况、比较选项和说明限制的表达。","聚焦条件句、被动语态、比较结构和解释型从句。","4","B2|心理健康与压力管理|context-analysis","Mental Health and Stress Management"
"scene:b2-06:stage:positioning","scene:b2-06","stage","B2","中高级（深入讨论 + 职场）","b2-06","心理健康与压力管理","positioning","第 2 关 · 立场表达","2","true","心理健康与压力管理","学会清晰表达主张、保留意见和优先级。","能就“心理健康与压力管理”清楚表明立场，提出建议、保留或替代方案。","围绕“心理健康与压力管理”设计 3 轮立场表达对话，让学习者比较并选择方案。","提取“心理健康与压力管理”里用于主张、让步、比较和推荐的表达。","聚焦虚拟语气基础、情态动词推断和名词化表达。","5","B2|心理健康与压力管理|positioning","Mental Health and Stress Management"
"scene:b2-06:stage:negotiation-loop","scene:b2-06","stage","B2","中高级（深入讨论 + 职场）","b2-06","心理健康与压力管理","negotiation-loop","第 3 关 · 推进协商","3","true","心理健康与压力管理","处理不同意见，把沟通往下一步推进。","能在“心理健康与压力管理”中处理异议、追问与分歧，把对话推进到可执行结论。","围绕“心理健康与压力管理”设计 4 轮协商型互动，加入反对意见和修正方案。","提取“心理健康与压力管理”里用于协商、缓冲、重申重点和推进决定的表达。","聚焦让步、转折、假设和更精确的逻辑衔接。","5","B2|心理健康与压力管理|negotiation-loop","Mental Health and Stress Management"
"scene:b2-06:stage:decision-output","scene:b2-06","stage","B2","中高级（深入讨论 + 职场）","b2-06","心理健康与压力管理","decision-output","第 4 关 · 形成结论","4","true","心理健康与压力管理","把想法收束成决定、建议、汇报或正式回应。","能围绕“心理健康与压力管理”输出一段完整结论，兼顾背景、分析、建议和下一步。","围绕“心理健康与压力管理”设计 5 轮任务型沟通，让学习者形成结论并推动执行。","提取“心理健康与压力管理”里用于总结、建议、汇报和正式回应的表达。","聚焦复杂复合句、书面口头混合语域和正式场景衔接表达。","6","B2|心理健康与压力管理|decision-output","Mental Health and Stress Management"
"scene:b2-07","band:B2","scene","B2","中高级（深入讨论 + 职场）","b2-07","社会问题讨论","","","7","true","社会问题讨论","中高级（深入讨论 + 职场） 场景：社会问题讨论","围绕“社会问题讨论”完成从输入、搭建、互动到输出的关卡训练。","围绕“社会问题讨论”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“社会问题讨论”提炼高频词、功能短语、可替换句型和复用表达。","根据 B2 阶段特点，为“社会问题讨论”匹配最实用的语法重点与表达结构。","20","B2|社会问题讨论","Discussing Social Issues"
"scene:b2-07:stage:context-analysis","scene:b2-07","stage","B2","中高级（深入讨论 + 职场）","b2-07","社会问题讨论","context-analysis","第 1 关 · 拆解情境","1","true","社会问题讨论","明确利益相关方、问题背景和沟通目标。","能分析“社会问题讨论”中的立场、目标与约束，知道发言应围绕什么展开。","围绕“社会问题讨论”设计 2 轮场景分析型对话，突出背景和目标确认。","提取“社会问题讨论”里用于分析情况、比较选项和说明限制的表达。","聚焦条件句、被动语态、比较结构和解释型从句。","4","B2|社会问题讨论|context-analysis","Discussing Social Issues"
"scene:b2-07:stage:positioning","scene:b2-07","stage","B2","中高级（深入讨论 + 职场）","b2-07","社会问题讨论","positioning","第 2 关 · 立场表达","2","true","社会问题讨论","学会清晰表达主张、保留意见和优先级。","能就“社会问题讨论”清楚表明立场，提出建议、保留或替代方案。","围绕“社会问题讨论”设计 3 轮立场表达对话，让学习者比较并选择方案。","提取“社会问题讨论”里用于主张、让步、比较和推荐的表达。","聚焦虚拟语气基础、情态动词推断和名词化表达。","5","B2|社会问题讨论|positioning","Discussing Social Issues"
"scene:b2-07:stage:negotiation-loop","scene:b2-07","stage","B2","中高级（深入讨论 + 职场）","b2-07","社会问题讨论","negotiation-loop","第 3 关 · 推进协商","3","true","社会问题讨论","处理不同意见，把沟通往下一步推进。","能在“社会问题讨论”中处理异议、追问与分歧，把对话推进到可执行结论。","围绕“社会问题讨论”设计 4 轮协商型互动，加入反对意见和修正方案。","提取“社会问题讨论”里用于协商、缓冲、重申重点和推进决定的表达。","聚焦让步、转折、假设和更精确的逻辑衔接。","5","B2|社会问题讨论|negotiation-loop","Discussing Social Issues"
