row_id,book_slug,book_title,topic,subtopic,word,phonetic,chinese,example,hint,sort_order
"2450","categorized-collection","按类型区分（4000词）","品德","勇敢","daring","ˈdeərɪŋ","adj. 大胆的；勇敢的 v. 敢于；胆敢；“dare”的现在分词","Try using ""daring"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 daring 和“大胆的”稳定对应起来，再连同例句一起复用。","2450"
"2451","categorized-collection","按类型区分（4000词）","品德","勇敢","dauntless","ˈdɔːntləs","adj. 勇敢的；无所畏惧的；不屈不挠的","Try using ""dauntless"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 dauntless 和“勇敢的”稳定对应起来，再连同例句一起复用。","2451"
"2452","categorized-collection","按类型区分（4000词）","品德","勇敢","gallant","ˈɡælənt","adj. 英勇的；华丽的；顽强的；殷勤的 n. 对妇女献殷勤的男人 v. 向（女子）献殷勤","Try using ""gallant"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 gallant 和“英勇的”稳定对应起来，再连同例句一起复用。","2452"
"2453","categorized-collection","按类型区分（4000词）","品德","勇敢","Intrepid","ɪnˈtrepɪd","adj. 无畏的；勇猛的","Try using ""Intrepid"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 Intrepid 和“无畏的”稳定对应起来，再连同例句一起复用。","2453"
"2454","categorized-collection","按类型区分（4000词）","品德","勇敢","undaunted","ˌʌnˈdɔːntɪd","adj. 无所畏惧的；大胆的；不泄气的；不气馁的","Try using ""undaunted"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 undaunted 和“无所畏惧的”稳定对应起来，再连同例句一起复用。","2454"
"2455","categorized-collection","按类型区分（4000词）","品德","勇敢","valiant","ˈvæliənt","adj. 勇敢的；英勇的","Try using ""valiant"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 valiant 和“勇敢的”稳定对应起来，再连同例句一起复用。","2455"
"2456","categorized-collection","按类型区分（4000词）","品德","勇敢","Valor","ˈvælə(r)","n. 英勇；勇猛","Try using ""Valor"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 Valor 和“英勇”稳定对应起来，再连同例句一起复用。","2456"
"2457","categorized-collection","按类型区分（4000词）","品德","勇敢","courageous","kəˈreɪdʒəs","adj. 勇敢的；有胆量的","Try using ""courageous"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 courageous 和“勇敢的”稳定对应起来，再连同例句一起复用。","2457"
"2458","categorized-collection","按类型区分（4000词）","品德","勇敢","valorous","ˈvælərəs","adj. 勇敢的；英勇的","Try using ""valorous"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 valorous 和“勇敢的”稳定对应起来，再连同例句一起复用。","2458"
"2459","categorized-collection","按类型区分（4000词）","品德","勇敢","gallantry","ˈɡæləntri","n. 勇气；（男对女）献殷勤","Try using ""gallantry"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 gallantry 和“勇气”稳定对应起来，再连同例句一起复用。","2459"
"2460","categorized-collection","按类型区分（4000词）","品德","勇敢","warrior","ˈwɒriə(r)","n. 战士；勇士；武士","Try using ""warrior"" in a sentence related to 品德品行 勇敢.","放到“品德里的“勇敢””这一类里记，先把 warrior 和“战士”稳定对应起来，再连同例句一起复用。","2460"
"2461","categorized-collection","按类型区分（4000词）","品德","愚拙","awkward","ˈɔːkwəd","adj. 尴尬的；笨拙的；别扭的","Try using ""awkward"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 awkward 和“尴尬的”稳定对应起来，再连同例句一起复用。","2461"
"2462","categorized-collection","按类型区分（4000词）","品德","愚拙","blunt","blʌnt","adj. 不锋利的；耿直的 v. 使变钝","Try using ""blunt"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 blunt 和“不锋利的”稳定对应起来，再连同例句一起复用。","2462"
"2463","categorized-collection","按类型区分（4000词）","品德","愚拙","gauche","ɡəʊʃ","adj. 不善交际的；不圆滑的；笨拙的","Try using ""gauche"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 gauche 和“不善交际的”稳定对应起来，再连同例句一起复用。","2463"
"2464","categorized-collection","按类型区分（4000词）","品德","愚拙","clumsy","ˈklʌmzi","adj. 笨拙的；不灵巧的","Try using ""clumsy"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 clumsy 和“笨拙的”稳定对应起来，再连同例句一起复用。","2464"
"2465","categorized-collection","按类型区分（4000词）","品德","愚拙","fatuous","ˈfætʃuəs","adj. 愚昧的；昏庸的；愚笨的","Try using ""fatuous"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 fatuous 和“愚昧的”稳定对应起来，再连同例句一起复用。","2465"
"2466","categorized-collection","按类型区分（4000词）","品德","愚拙","hoax","həʊks","n. 骗局；恶作剧；戏弄 v. 愚弄","Try using ""hoax"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 hoax 和“骗局”稳定对应起来，再连同例句一起复用。","2466"
"2467","categorized-collection","按类型区分（4000词）","品德","愚拙","idiotic","ˌɪdiˈɒtɪk","adj. 愚蠢的；白痴的","Try using ""idiotic"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 idiotic 和“愚蠢的”稳定对应起来，再连同例句一起复用。","2467"
"2468","categorized-collection","按类型区分（4000词）","品德","愚拙","inert","ɪˈnɜːt","adj. 无行动的；无生气的；惰性的","Try using ""inert"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 inert 和“无行动的”稳定对应起来，再连同例句一起复用。","2468"
"2469","categorized-collection","按类型区分（4000词）","品德","愚拙","silly","ˈsɪli","adj. 愚蠢的；可笑的","Try using ""silly"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 silly 和“愚蠢的”稳定对应起来，再连同例句一起复用。","2469"
"2470","categorized-collection","按类型区分（4000词）","品德","愚拙","torpid","ˈtɔːpɪd","adj. 迟缓的；呆钝的；不活泼的；蛰伏的","Try using ""torpid"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 torpid 和“迟缓的”稳定对应起来，再连同例句一起复用。","2470"
"2471","categorized-collection","按类型区分（4000词）","品德","愚拙","maladroit","ˌmæləˈdrɔɪt","adj. 笨拙的；不机敏的；笨手笨脚的 n. 一个笨拙愚蠢的人","Try using ""maladroit"" in a sentence related to 品德品行 愚拙.","放到“品德里的“愚拙””这一类里记，先把 maladroit 和“笨拙的”稳定对应起来，再连同例句一起复用。","2471"
"2472","categorized-collection","按类型区分（4000词）","品德","自私","self-concern","ˌself kənˈsɜːn","n. 自私自利","Try using ""self-concern"" in a sentence related to 品德品行 自私.","放到“品德里的“自私””这一类里记，先把 self-concern 和“自私自利”稳定对应起来，再连同例句一起复用。","2472"
"2473","categorized-collection","按类型区分（4000词）","品德","自私","selfish","ˈselfɪʃ","adj. 自私的","Try using ""selfish"" in a sentence related to 品德品行 自私.","放到“品德里的“自私””这一类里记，先把 selfish 和“自私的”稳定对应起来，再连同例句一起复用。","2473"
"2474","categorized-collection","按类型区分（4000词）","品德","自私","skimpy","ˈskɪmpi","adj. 短小的；少量的；贫乏的；不足的；吝啬的","Try using ""skimpy"" in a sentence related to 品德品行 自私.","放到“品德里的“自私””这一类里记，先把 skimpy 和“短小的”稳定对应起来，再连同例句一起复用。","2474"
"2475","categorized-collection","按类型区分（4000词）","品德","自私","snobbish","ˈsnɒbɪʃ","adj. 势利的；谄上欺下的","Try using ""snobbish"" in a sentence related to 品德品行 自私.","放到“品德里的“自私””这一类里记，先把 snobbish 和“势利的”稳定对应起来，再连同例句一起复用。","2475"
"2476","categorized-collection","按类型区分（4000词）","品德","自私","stingy","ˈstɪndʒi","adj. 吝啬的；小气的","Try using ""stingy"" in a sentence related to 品德品行 自私.","放到“品德里的“自私””这一类里记，先把 stingy 和“吝啬的”稳定对应起来，再连同例句一起复用。","2476"
"2477","categorized-collection","按类型区分（4000词）","品德","自私","egoistic","ˌɪɡəʊˈɪstɪk","adj. 自我中心的；自私自利的","Try using ""egoistic"" in a sentence related to 品德品行 自私.","放到“品德里的“自私””这一类里记，先把 egoistic 和“自我中心的”稳定对应起来，再连同例句一起复用。","2477"
"2478","categorized-collection","按类型区分（4000词）","品德","自私","self-serving","ˌself ˈsɜːvɪŋ","adj. 谋取私利的；自私自利的","Try using ""self-serving"" in a sentence related to 品德品行 自私.","放到“品德里的“自私””这一类里记，先把 self-serving 和“谋取私利的”稳定对应起来，再连同例句一起复用。","2478"
"2479","categorized-collection","按类型区分（4000词）","通用概念","本质","attribute","əˈtrɪbjuːt","v. 由…引起；把…归因于；认为是…创作的 n. 属性；品质；特征；定语","Try using ""attribute"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 attribute 和“由…引起”稳定对应起来，再连同例句一起复用。","2479"
"2480","categorized-collection","按类型区分（4000词）","通用概念","本质","crude","kruːd","adj. 未加工的；粗鲁的；简陋的 n. 原油；石油","Try using ""crude"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 crude 和“未加工的”稳定对应起来，再连同例句一起复用。","2480"
"2481","categorized-collection","按类型区分（4000词）","通用概念","本质","inborn","ˌɪnˈbɔːn","adj. 天生的；先天的；天赋的","Try using ""inborn"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 inborn 和“天生的”稳定对应起来，再连同例句一起复用。","2481"
"2482","categorized-collection","按类型区分（4000词）","通用概念","本质","indigenous","ɪnˈdɪdʒənəs","adj. 本土的；当地的","Try using ""indigenous"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 indigenous 和“本土的”稳定对应起来，再连同例句一起复用。","2482"
"2483","categorized-collection","按类型区分（4000词）","通用概念","本质","inherent","ɪnˈherənt","adj. 固有的；内在的；天生的","Try using ""inherent"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 inherent 和“固有的”稳定对应起来，再连同例句一起复用。","2483"
"2484","categorized-collection","按类型区分（4000词）","通用概念","本质","inherently","ɪnˈherəntli","adv. 天性地；固有地；本质上地","Try using ""inherently"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 inherently 和“天性地”稳定对应起来，再连同例句一起复用。","2484"
"2485","categorized-collection","按类型区分（4000词）","通用概念","本质","innate","ɪˈneɪt","adj. 生来的；天生的","Try using ""innate"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 innate 和“生来的”稳定对应起来，再连同例句一起复用。","2485"
"2486","categorized-collection","按类型区分（4000词）","通用概念","本质","instinctive","ɪnˈstɪŋktɪv","adj. 本能的","Try using ""instinctive"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 instinctive 和“本能的”稳定对应起来，再连同例句一起复用。","2486"
"2487","categorized-collection","按类型区分（4000词）","通用概念","本质","interior","ɪnˈtɪəriə(r)","adj. 内部的；里面的 n. 内部","Try using ""interior"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 interior 和“内部的”稳定对应起来，再连同例句一起复用。","2487"
"2488","categorized-collection","按类型区分（4000词）","通用概念","本质","internal","ɪnˈtɜːn(ə)l","adj. 内部的；国内的 n. 内脏；本质","Try using ""internal"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 internal 和“内部的”稳定对应起来，再连同例句一起复用。","2488"
"2489","categorized-collection","按类型区分（4000词）","通用概念","本质","intrinsic","ɪnˈtrɪnzɪk","adj. 固有的；内在的；本身的","Try using ""intrinsic"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 intrinsic 和“固有的”稳定对应起来，再连同例句一起复用。","2489"
"2490","categorized-collection","按类型区分（4000词）","通用概念","本质","radical","ˈrædɪk(ə)l","adj. 根本的；彻底的；激进的 n. 激进分子","Try using ""radical"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 radical 和“根本的”稳定对应起来，再连同例句一起复用。","2490"
"2491","categorized-collection","按类型区分（4000词）","通用概念","本质","radically","ˈrædɪkli","adv. 彻底地；根本地","Try using ""radically"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 radically 和“彻底地”稳定对应起来，再连同例句一起复用。","2491"
"2492","categorized-collection","按类型区分（4000词）","通用概念","本质","rudimentary","ˌruːdɪˈmentri","adj. 基本的；初步的；未充分发展的","Try using ""rudimentary"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 rudimentary 和“基本的”稳定对应起来，再连同例句一起复用。","2492"
"2493","categorized-collection","按类型区分（4000词）","通用概念","本质","spontaneous","spɒnˈteɪniəs","adj. 自发的；自然产生的","Try using ""spontaneous"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 spontaneous 和“自发的”稳定对应起来，再连同例句一起复用。","2493"
"2494","categorized-collection","按类型区分（4000词）","通用概念","本质","substantive","sʌbˈstæntɪv","adj. 本质上的；实质性的 n. 实词；名词","Try using ""substantive"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 substantive 和“本质上的”稳定对应起来，再连同例句一起复用。","2494"
"2495","categorized-collection","按类型区分（4000词）","通用概念","本质","essence","ˈes(ə)ns","n. 本质；精髓；香精","Try using ""essence"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 essence 和“本质”稳定对应起来，再连同例句一起复用。","2495"
"2496","categorized-collection","按类型区分（4000词）","通用概念","本质","quantitative","ˈkwɒntɪtətɪv","adj. 数量的；定量的","Try using ""quantitative"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 quantitative 和“数量的”稳定对应起来，再连同例句一起复用。","2496"
"2497","categorized-collection","按类型区分（4000词）","通用概念","本质","essential","ɪˈsenʃ(ə)l","adj. 必需的；基本的；本质的 n. 必需品","Try using ""essential"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 essential 和“必需的”稳定对应起来，再连同例句一起复用。","2497"
"2498","categorized-collection","按类型区分（4000词）","通用概念","本质","inherited","ɪnˈherɪtɪd","adj. 继承的；遗传的；遗留的 v. 继承；遗传；“inherit”的过去式和过去分词","Try using ""inherited"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 inherited 和“继承的”稳定对应起来，再连同例句一起复用。","2498"
"2499","categorized-collection","按类型区分（4000词）","通用概念","本质","fundamental","ˌfʌndəˈment(ə)l","adj. 基本的；基础的；根本的 n. 基本原则；基本原理","Try using ""fundamental"" in a sentence related to 万事万物 本质.","放到“通用概念里的“本质””这一类里记，先把 fundamental 和“基本的”稳定对应起来，再连同例句一起复用。","2499"
"2500","categorized-collection","按类型区分（4000词）","通用概念","比较","approximate","əˈprɒksɪmət","adj. 近似的；大约的 v. 接近；粗略估计","Try using ""approximate"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 approximate 和“近似的”稳定对应起来，再连同例句一起复用。","2500"
"2501","categorized-collection","按类型区分（4000词）","通用概念","比较","comparable","ˈkɒmpərəb(ə)l","adj. 可比较的；比得上的；类似的","Try using ""comparable"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 comparable 和“可比较的”稳定对应起来，再连同例句一起复用。","2501"
"2502","categorized-collection","按类型区分（4000词）","通用概念","比较","comparative","kəmˈpærətɪv","adj. 比较的；相对的","Try using ""comparative"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 comparative 和“比较的”稳定对应起来，再连同例句一起复用。","2502"
"2503","categorized-collection","按类型区分（4000词）","通用概念","比较","relative","ˈrelətɪv","n. 亲戚 adj. 比较的；相对的；相关联的","Try using ""relative"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 relative 和“亲戚 adj. 比较的”稳定对应起来，再连同例句一起复用。","2503"
"2504","categorized-collection","按类型区分（4000词）","通用概念","比较","compare","kəmˈpeə(r)","v. 比较；对比；比喻","Try using ""compare"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 compare 和“比较”稳定对应起来，再连同例句一起复用。","2504"
"2505","categorized-collection","按类型区分（4000词）","通用概念","比较","contrast","ˈkɒntrɑːst","n. 对照；反差；对立 v. 对比；和...形成对照","Try using ""contrast"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 contrast 和“对照”稳定对应起来，再连同例句一起复用。","2505"
"2506","categorized-collection","按类型区分（4000词）","通用概念","比较","similarity","ˌsɪməˈlærəti","n. 相像性；相似点","Try using ""similarity"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 similarity 和“相像性”稳定对应起来，再连同例句一起复用。","2506"
"2507","categorized-collection","按类型区分（4000词）","通用概念","比较","disparity","dɪˈspærəti","n. 不同；差异；悬殊","Try using ""disparity"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 disparity 和“不同”稳定对应起来，再连同例句一起复用。","2507"
"2508","categorized-collection","按类型区分（4000词）","通用概念","比较","distinction","dɪˈstɪŋkʃ(ə)n","n. 区别；区分；优等评分","Try using ""distinction"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 distinction 和“区别”稳定对应起来，再连同例句一起复用。","2508"
"2509","categorized-collection","按类型区分（4000词）","通用概念","比较","coordinate","kəʊˈɔːdɪneɪt","v. 协调；使配合；搭配 n. 坐标 adj. （在句子中）并列的；坐标的","Try using ""coordinate"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 coordinate 和“协调”稳定对应起来，再连同例句一起复用。","2509"
"2510","categorized-collection","按类型区分（4000词）","通用概念","比较","copy","ˈkɒpi","n. 复制品；副本；(书，报纸等的) 一本 v. 复制；拷贝","Try using ""copy"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 copy 和“复制品”稳定对应起来，再连同例句一起复用。","2510"
"2511","categorized-collection","按类型区分（4000词）","通用概念","比较","counterpart","ˈkaʊntəpɑːt","n. 职务相当的人；对应物；相当之物；副本","Try using ""counterpart"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 counterpart 和“职务相当的人”稳定对应起来，再连同例句一起复用。","2511"
"2512","categorized-collection","按类型区分（4000词）","通用概念","比较","dissimilar","dɪˈsɪmɪlə(r)","adj. 不相似的；不一样的；不同的","Try using ""dissimilar"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 dissimilar 和“不相似的”稳定对应起来，再连同例句一起复用。","2512"
"2513","categorized-collection","按类型区分（4000词）","通用概念","比较","equal","ˈiːkwəl","adj. 相等的；同等的 v. 等于；比得上 n. 同等的人；相等物","Try using ""equal"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 equal 和“相等的”稳定对应起来，再连同例句一起复用。","2513"
"2514","categorized-collection","按类型区分（4000词）","通用概念","比较","equate","ɪˈkweɪt","v. 同等看待；使等同","Try using ""equate"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 equate 和“同等看待”稳定对应起来，再连同例句一起复用。","2514"
"2515","categorized-collection","按类型区分（4000词）","通用概念","比较","equivalent","ɪˈkwɪvələnt","adj. 相等的；等价的 n. 等价物","Try using ""equivalent"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 equivalent 和“相等的”稳定对应起来，再连同例句一起复用。","2515"
"2516","categorized-collection","按类型区分（4000词）","通用概念","比较","homogeneous","ˌhɒməˈdʒiːniəs","adj. 同类的；相似的；均一的","Try using ""homogeneous"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 homogeneous 和“同类的”稳定对应起来，再连同例句一起复用。","2516"
"2517","categorized-collection","按类型区分（4000词）","通用概念","比较","heterogeneous","ˌhetərəˈdʒiːniəs","adj. 异种的；异质的；由不同成份形成的","Try using ""heterogeneous"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 heterogeneous 和“异种的”稳定对应起来，再连同例句一起复用。","2517"
"2518","categorized-collection","按类型区分（4000词）","通用概念","比较","identical","aɪˈdentɪk(ə)l","adj. 相同的；同样的","Try using ""identical"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 identical 和“相同的”稳定对应起来，再连同例句一起复用。","2518"
"2519","categorized-collection","按类型区分（4000词）","通用概念","比较","duplicate","ˈdjuːplɪkeɪt","v. 复制；复印；再做一次 n. 副本；复制品；完全一样的东西 adj. 复制的；副本的；完全一样的","Try using ""duplicate"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 duplicate 和“复制”稳定对应起来，再连同例句一起复用。","2519"
"2520","categorized-collection","按类型区分（4000词）","通用概念","比较","inferior","ɪnˈfɪəriə(r)","adj. 较差的；次等的；下级的","Try using ""inferior"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 inferior 和“较差的”稳定对应起来，再连同例句一起复用。","2520"
"2521","categorized-collection","按类型区分（4000词）","通用概念","比较","monotonous","məˈnɒtənəs","adj. 单调乏味的；毫无变化的","Try using ""monotonous"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 monotonous 和“单调乏味的”稳定对应起来，再连同例句一起复用。","2521"
"2522","categorized-collection","按类型区分（4000词）","通用概念","比较","peerless","ˈpɪələs","adj. 无可匹敌的；盖世无双的","Try using ""peerless"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 peerless 和“无可匹敌的”稳定对应起来，再连同例句一起复用。","2522"
"2523","categorized-collection","按类型区分（4000词）","通用概念","比较","preferable","ˈprefrəb(ə)l","adj. 较合意的；更可取的","Try using ""preferable"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 preferable 和“较合意的”稳定对应起来，再连同例句一起复用。","2523"
"2524","categorized-collection","按类型区分（4000词）","通用概念","比较","relatively","ˈrelətɪvli","adv. 相对地；比较地","Try using ""relatively"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 relatively 和“相对地”稳定对应起来，再连同例句一起复用。","2524"
"2525","categorized-collection","按类型区分（4000词）","通用概念","比较","reproduction","ˌriːprəˈdʌkʃ(ə)n","n. 生殖；繁殖；复制","Try using ""reproduction"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 reproduction 和“生殖”稳定对应起来，再连同例句一起复用。","2525"
"2526","categorized-collection","按类型区分（4000词）","通用概念","比较","resemble","rɪˈzemb(ə)l","v. 相似；类似","Try using ""resemble"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 resemble 和“相似”稳定对应起来，再连同例句一起复用。","2526"
"2527","categorized-collection","按类型区分（4000词）","通用概念","比较","sample","ˈsɑːmp(ə)l","n. 样品；样本 v. 尝试，体验；抽样；节录","Try using ""sample"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 sample 和“样品”稳定对应起来，再连同例句一起复用。","2527"
"2528","categorized-collection","按类型区分（4000词）","通用概念","比较","similar","ˈsɪmələ(r)","adj. 类似的；相像的","Try using ""similar"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 similar 和“类似的”稳定对应起来，再连同例句一起复用。","2528"
"2529","categorized-collection","按类型区分（4000词）","通用概念","比较","subordinate","səˈbɔːdɪnət","adj. 次要的；附属的 n. 下属；从属物 v. 使居于次要","Try using ""subordinate"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 subordinate 和“次要的”稳定对应起来，再连同例句一起复用。","2529"
"2530","categorized-collection","按类型区分（4000词）","通用概念","比较","typical","ˈtɪpɪk(ə)l","adj. 典型的；有代表性的","Try using ""typical"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 typical 和“典型的”稳定对应起来，再连同例句一起复用。","2530"
"2531","categorized-collection","按类型区分（4000词）","通用概念","比较","superior","suːˈpɪəriə(r)","adj. 更好的；有优越感的；上级的 n. 上级；上司","Try using ""superior"" in a sentence related to 万事万物 比较.","放到“通用概念里的“比较””这一类里记，先把 superior 和“更好的”稳定对应起来，再连同例句一起复用。","2531"
"2532","categorized-collection","按类型区分（4000词）","通用概念","范围","accommodate","əˈkɒmədeɪt","v. 容纳；为...提供住宿；适应","Try using ""accommodate"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 accommodate 和“容纳”稳定对应起来，再连同例句一起复用。","2532"
"2533","categorized-collection","按类型区分（4000词）","通用概念","范围","besides","bɪˈsaɪdz","adv. 此外；而且；还 prep. 除…以外；还","Try using ""besides"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 besides 和“此外”稳定对应起来，再连同例句一起复用。","2533"
"2534","categorized-collection","按类型区分（4000词）","通用概念","范围","comprise","kəmˈpraɪz","v. 包括；包含；构成；由…组成","Try using ""comprise"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 comprise 和“包括”稳定对应起来，再连同例句一起复用。","2534"
"2535","categorized-collection","按类型区分（4000词）","通用概念","范围","content","ˈkɒntent","n. 内容；含量；目录 adj. 满足的 v. 使满意","Try using ""content"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 content 和“内容”稳定对应起来，再连同例句一起复用。","2535"
"2536","categorized-collection","按类型区分（4000词）","通用概念","范围","cover","ˈkʌvə(r)","v. 遮盖；包括；报道 n. 封面；遮盖物；庇护所","Try using ""cover"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 cover 和“遮盖”稳定对应起来，再连同例句一起复用。","2536"
"2537","categorized-collection","按类型区分（4000词）","通用概念","范围","digress","daɪˈɡres","v. 离题；偏离主题","Try using ""digress"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 digress 和“离题”稳定对应起来，再连同例句一起复用。","2537"
"2538","categorized-collection","按类型区分（4000词）","通用概念","范围","embody","ɪmˈbɒdi","v. 体现；使具体化；包含","Try using ""embody"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 embody 和“体现”稳定对应起来，再连同例句一起复用。","2538"
"2539","categorized-collection","按类型区分（4000词）","通用概念","范围","exception","ɪkˈsepʃ(ə)n","n. 例外；除外","Try using ""exception"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 exception 和“例外”稳定对应起来，再连同例句一起复用。","2539"
"2540","categorized-collection","按类型区分（4000词）","通用概念","范围","exceptional","ɪkˈsepʃən(ə)l","adj. 卓越的；杰出的；罕见的；特别的","Try using ""exceptional"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 exceptional 和“卓越的”稳定对应起来，再连同例句一起复用。","2540"
"2541","categorized-collection","按类型区分（4000词）","通用概念","范围","exclude","ɪkˈskluːd","v. 排除；排斥","Try using ""exclude"" in a sentence related to 万事万物 范围.","放到“通用概念里的“范围””这一类里记，先把 exclude 和“排除”稳定对应起来，再连同例句一起复用。","2541"
